Event ID,Event Date,Start Time,End Time,Event Name,Event Short Name,Event Description,Event Location,Admission,Alternate Event Location
3277,07/27/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3312,07/27/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/27/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/26/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/26/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/25/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/25/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/22/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/22/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,07/22/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3282,07/21/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3312,07/21/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/21/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3309,07/20/2016,11:00 AM,2:00 PM,Market Makes on the Plaza,Market Makes,Mix the Cornerstone with the Farmer's Market and see what Mazone Hospitality Market MakesCarnival Eats:Featuring New and Old Classics.,Cornerstone Restaurant by Mazzone Hospitality on the Plaza by the Egg,Open to the Public, 
3312,07/20/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/20/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,07/20/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3242,07/20/2016,5:00 PM,8:00 PM,Summer at the Plaza Concert Series - Concert 5 Rhythm & Blues Night,Concert 4- SATP,In the process of booking events. Looking forward to another GREAT Summer at the Plaza 2016,Outside on the Plaza,Free, 
3312,07/19/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/19/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/18/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/18/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3311,07/16/2016,7:00 AM,7:00 PM,Boland School of Dance,Boland School of Dance,27th Annual Governor Thomas Dongan Feis Competition at the Plaza,Empire State Plaza Convention Center,Pre-registration required, 
3312,07/15/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/15/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3277,07/15/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3312,07/14/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/14/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3282,07/14/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
3294,07/13/2016,10:00 AM,2:00 PM,Summer Art on the Plaza,Summer Art on the Plaza,Come to an indoor craft market with handmade and commercial products  fine arts and crafts  clothing and accessories  books  general merchandise and so much more.  There is something for everyone!,Outside on the Plaza,FREE, 
3312,07/13/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/13/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3308,07/13/2016,11:00 AM,2:00 PM,Market Makes on the Plaza,Market Makes,Mix the Cornerstone with the Farmer's Market and see what Mazzone Hospitality Market MakesSummer Cookout:Hot Dogs  Burgers  Ribs and Sausage with Picnic side Salads.  Patio Dining and Seating Available.,Cornerstone Restaurant by Mazzone Hospitality on the Plaza by the Egg,Open to the Public, 
3277,07/13/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3241,07/13/2016,5:00 PM,8:00 PM,Summer at the Plaza Concert Series - Concert 4 - Classic Rock Night,Concert 3 - SATP,In the process of booking events. Looking forward to another GREAT Summer at the Plaza 2016,Outside on the Plaza,FREE, 
3312,07/12/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/12/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/11/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
2875,05/04/2014,8:00am,5:00pm,New York Housing Association Inc,House on the Hill, ,The Plaza Flag Pole Area, , 
3312,07/11/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3300,07/09/2016,11:00 AM,12:00 PM,Weekend Capitol Tours,Weekend Capitol Tours,Capitol Tours on the Weekend,Starts at the Visitor's Center on the Concourse,FREE - Pre-Registration requird, 
3300,07/09/2016,1:00 PM,2:00 PM,Weekend Capitol Tours,Weekend Capitol Tours,Capitol Tours on the Weekend,Starts at the Visitor's Center on the Concourse,FREE - Pre-Registration requird, 
3244,07/09/2016,11:00 AM,5:00 PM,GE's Kids Day,GE's Kids Day,GE's Kids Day is the area's kid place to be.  Nowhere else can children enjoy live music  theater and dance  in addition to an array of favorites  such as face painting  bounce rides  puppet shows  arts and crafts.  Just to name a few.  Come with the family and enjoy the FREE and FUN festivities.,Outside on the Plaza,Free, 
3277,07/08/2016,10:00 AM,2:00 PM,Summer Farmers Market 2016,Summer Farmer's Mrkt 2016, Come to the Empire State Plaza Farmer's Market. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Outside on the Plaza,Free, 
3312,07/08/2016,11:15 AM,11:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/08/2016,1:15 PM,1:45 PM PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/07/2016,11:15 AM,11:45 AM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3312,07/07/2016,1:15 PM,1:45 PM,The Plaza and Egg Tours,Plaza and Egg Tours,Learn and tour about the Egg and the Empire State Plaza -  2 tours daily Call 518-474-2418 for more information.,Empire State Plaza Concourse (At the Visitor Center),FREE, 
3282,07/07/2016,10:00AM,2:00PM,Farmer's Market at the Harriman Campus,Harriman Campus Market, Come to the Harriman State Office Campus Farmer's Market-Every Thursday. A NYS grower/producer only market. We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more. High quality  low prices - makes this the perfect farmer to consumer place to shop!,Harriman State Office Campus in Albany,Free, 
